,doc_id,coref_chain,description,mention_type,mention_full_type,tokens_str
366,37313_Beatles_Apple_Corps,cross_intra_ORG47025863678468231,Beatles Apple Corps and Apple Computer,ORG,ENTITY_MENTION,le due società
367,37313_Beatles_Apple_Corps,cross_intra_FIN47026148851416382,music buisness,FIN,ENTITY_MENTION,nel settore musicale
368,37313_Beatles_Apple_Corps,cross_intra_LOC27738494504153473,"London, UK",LOC,ENTITY_MENTION,Londra
369,37313_Beatles_Apple_Corps,cross_intra_LOC27738494504153473,"London, UK",LOC,ENTITY_MENTION,Londra
370,37313_Beatles_Apple_Corps,cross_intra_LOC27738494504153473,"London, UK",LOC,ENTITY_MENTION,nel centro di Londra
371,37313_Beatles_Apple_Corps,cross_intra_PER47026018255815296,Martin Mann,PER,ENTITY_MENTION,Martin Mann
372,37313_Beatles_Apple_Corps,cross_intra_PER47026018255815296,Martin Mann,PER,ENTITY_MENTION,Il presidente della corte
373,37313_Beatles_Apple_Corps,cross_intra_PER47026018255815296,Martin Mann,PER,ENTITY_MENTION,Il presidente della corte Martin Mann
374,37313_Beatles_Apple_Corps,cross_intra_ORG47025782305814023,Royal Courts of Justice,ORG,ENTITY_MENTION,un tribunale di Londra
375,37313_Beatles_Apple_Corps,cross_intra_ORG26441204318782210,Beatles,ORG,ENTITY_MENTION,dei Beatles
376,37313_Beatles_Apple_Corps,cross_intra_ORG26441204318782210,Beatles,ORG,ENTITY_MENTION,dei Beatles
377,40203_Apple_Corps_loses_court_case_against_Apple_Computer,cross_intra_ORG26441204318782210,Beatles,ORG,ENTITY_MENTION,dai Beatles
378,37313_Beatles_Apple_Corps,cross_OTH57124736096180264,sued S6-SE (twice Apple Computer),OTH,EVENT_MENTION,citato
379,37313_Beatles_Apple_Corps,cross_OTH57463760018200207,sells S11-SE - (iTunes Music Store),OTH,EVENT_MENTION,vende
380,37313_Beatles_Apple_Corps,cross_OTH57125834821158820,suit S8-SE (Beatle Apple Corpus to file suit),OTH,EVENT_MENTION,causa
381,37313_Beatles_Apple_Corps,cross_OTH57125519577225642,fill S8-SE (Beatle Apple Corps),OTH,EVENT_MENTION,intentare
382,37313_Beatles_Apple_Corps,cross_OTH57125097980805701,founded S16-SE (Apple Corps by Beatles),OTH,EVENT_MENTION,fondata
383,37313_Beatles_Apple_Corps,cross_OTH57445848259039178,suit SE - Beatles Apple Corp,OTH,EVENT_MENTION,causa
384,37961_Apple_releases_program_to_limit_iPod_volume,cross_intra_OTH57193984997707814,use-SE - (iPod),OTH,EVENT_MENTION,utilizzo
385,37961_Apple_releases_program_to_limit_iPod_volume,cross_intra_PRO55737494288816007,iPod Software 1.1.1,PRO,ENTITY_MENTION,il programma che limita il volume dell' iPod
386,37961_Apple_releases_program_to_limit_iPod_volume,cross_intra_PRO55737494288816007,iPod Software 1.1.1,PRO,ENTITY_MENTION,L' aggiornamento software
387,37961_Apple_releases_program_to_limit_iPod_volume,cross_intra_PRO55737494288816007,iPod Software 1.1.1,PRO,ENTITY_MENTION,software iPod 1.1.1
388,37961_Apple_releases_program_to_limit_iPod_volume,cross_intra_PRO55737494288816007,iPod Software 1.1.1,PRO,ENTITY_MENTION,"L' aggiornamento software , software iPod 1.1.1"
389,37961_Apple_releases_program_to_limit_iPod_volume,cross_intra_PRO55737494288816007,iPod Software 1.1.1,PRO,ENTITY_MENTION,il programma
390,37961_Apple_releases_program_to_limit_iPod_volume,cross_intra_PRO55737494288816007,iPod Software 1.1.1,PRO,ENTITY_MENTION,che
391,37961_Apple_releases_program_to_limit_iPod_volume,cross_intra_PRO55737494288816007,iPod Software 1.1.1,PRO,ENTITY_MENTION,un' applicazione che limita il volume prodotto dai suoi lettori musicali portatili iPod
392,37961_Apple_releases_program_to_limit_iPod_volume,cross_intra_PRO55737494288816007,iPod Software 1.1.1,PRO,ENTITY_MENTION,che
393,37961_Apple_releases_program_to_limit_iPod_volume,cross_intra_PRO55737517936333077,iPod volume,PRO,ENTITY_MENTION,il volume dell' iPod
394,37961_Apple_releases_program_to_limit_iPod_volume,cross_intra_PRO55737517936333077,iPod volume,PRO,ENTITY_MENTION,il volume prodotto dai suoi lettori musicali portatili iPod
395,37961_Apple_releases_program_to_limit_iPod_volume,cross_intra_PRO55737503440739604,iPod Video,PRO,ENTITY_MENTION,la versione Video
396,37961_Apple_releases_program_to_limit_iPod_volume,cross_intra_PRO55737503440739604,iPod Video,PRO,ENTITY_MENTION,l' iPod Nano e la versione Video
397,37961_Apple_releases_program_to_limit_iPod_volume,cross_intra_PER55737482231759501,iPod users,PER,ENTITY_MENTION,gli utilizzatori di iPod
398,37961_Apple_releases_program_to_limit_iPod_volume,cross_OTH57193776274074845,sold S9-SE - (iPod),OTH,EVENT_MENTION,venduti
399,40203_Apple_Corps_loses_court_case_against_Apple_Computer,cross_intra_ORG55737092308106648,the High Court of Justice,ORG,ENTITY_MENTION,la Corte Suprema
400,40203_Apple_Corps_loses_court_case_against_Apple_Computer,cross_intra_PRO55737213508897838,music branded with an Apple product,PRO,ENTITY_MENTION,musica con il marchio della mela
401,40203_Apple_Corps_loses_court_case_against_Apple_Computer,cross_intra_PER56156697017822717,Apple Inc defence,PER,ENTITY_MENTION,la quale
402,40203_Apple_Corps_loses_court_case_against_Apple_Computer,cross_intra_PER56156697017822717,Apple Inc defence,PER,ENTITY_MENTION,"la difesa di Apple Computer , secondo la quale l' iTunes Music Store è registrato sotto un marchio , mentre la musica che vende non lo è"
403,40203_Apple_Corps_loses_court_case_against_Apple_Computer,cross_intra_PRO55737223817565056,music sell by Apple but not branded,PRO,ENTITY_MENTION,che
404,40203_Apple_Corps_loses_court_case_against_Apple_Computer,cross_intra_PRO55737223817565056,music sell by Apple but not branded,PRO,ENTITY_MENTION,la musica che vende
405,40203_Apple_Corps_loses_court_case_against_Apple_Computer,cross_intra_PRO55735156504893551,Apple logo,PRO,ENTITY_MENTION,Apple
406,40203_Apple_Corps_loses_court_case_against_Apple_Computer,cross_intra_PRO55735156504893551,Apple logo,PRO,ENTITY_MENTION,del logo Apple
407,40203_Apple_Corps_loses_court_case_against_Apple_Computer,cross_intra_PRO55735156504893551,Apple logo,PRO,ENTITY_MENTION,del logo
408,40203_Apple_Corps_loses_court_case_against_Apple_Computer,cross_OTH57126804269586754,invitation S8-SE (Steve Jobs to Beatles Apple Corps),OTH,EVENT_MENTION,invito
409,40203_Apple_Corps_loses_court_case_against_Apple_Computer,cross_OTH57126606815841646,showed S6-SE (Beatles Apple Corps),OTH,EVENT_MENTION,mostrato
410,40986_Apple_releases_Macbook,cross_intra_PRO47183429864150412,Macbook and Macbook pro,PRO,ENTITY_MENTION,il Macbook e il Macbook pro
411,40986_Apple_releases_Macbook,cross_intra_PRO47182813811567274,Macbook,PRO,ENTITY_MENTION,Il Macbook
412,40986_Apple_releases_Macbook,cross_intra_PRO47182813811567274,Macbook,PRO,ENTITY_MENTION,Macbook
413,40986_Apple_releases_Macbook,cross_intra_PRO47182813811567274,Macbook,PRO,ENTITY_MENTION,il Macbook
414,40986_Apple_releases_Macbook,cross_intra_PRO47182813811567274,Macbook,PRO,ENTITY_MENTION,MacBook
415,40986_Apple_releases_Macbook,cross_intra_PRO47183326656933885,iBook,PRO,ENTITY_MENTION,iBook
416,40986_Apple_releases_Macbook,cross_intra_PRO56154880489219671,Intel Core Duo processors an features,PRO,ENTITY_MENTION,processori Intel Core Duo e di una miriade di caratteristiche
417,40986_Apple_releases_Macbook,cross_intra_PRO47183526081335442,Intel Core Duo processors,PRO,ENTITY_MENTION,processori Intel Core Duo
418,40986_Apple_releases_Macbook,cross_intra_PRO47183526081335442,Intel Core Duo processors,PRO,ENTITY_MENTION,processori
419,40986_Apple_releases_Macbook,cross_intra_PRO47183526081335442,Intel Core Duo processors,PRO,ENTITY_MENTION,Intel Core Duo
420,40986_Apple_releases_Macbook,cross_intra_PRO47183794036357507,feature,PRO,ENTITY_MENTION,una miriade di caratteristiche
421,40986_Apple_releases_Macbook,cross_intra_PRO47183616776333317,13.3 display,PRO,ENTITY_MENTION,"uno schermo widescreen da 13,3 """
422,40986_Apple_releases_Macbook,cross_intra_PRO47183691115351631,15 or 17 displays,PRO,ENTITY_MENTION,"schermo a 15 "" o 17"
423,40986_Apple_releases_Macbook,cross_intra_PRO47183590764277419,2 Ghz model,PRO,ENTITY_MENTION,modello unico da 2 GHz
424,40986_Apple_releases_Macbook,cross_intra_PRO47183581990586424,1.83 and 2 Ghz model,PRO,ENTITY_MENTION,modelli da 1.83 GHz e 2 GHz
425,40986_Apple_releases_Macbook,cross_intra_FIN47183821290902719,price,FIN,ENTITY_MENTION,un prezzo di 1.099 dollari
426,43503_Apple_plans_to_sell_movies_on_iTunes,cross_intra_PRO55895049792195585,films,PRO,ENTITY_MENTION,un film
427,43503_Apple_plans_to_sell_movies_on_iTunes,cross_intra_PRO55895049792195585,films,PRO,ENTITY_MENTION,film
428,43503_Apple_plans_to_sell_movies_on_iTunes,cross_intra_PRO55895049792195585,films,PRO,ENTITY_MENTION,film lungometraggi da scaricare su iTunes Music Store
429,89284_Apple_to_lower_UK_iTunes_prices,cross_intra_PRO55895049792195585,films,PRO,ENTITY_MENTION,film lungometraggi
430,43503_Apple_plans_to_sell_movies_on_iTunes,cross_intra_PRO55895197548378117,digital music tracks,PRO,ENTITY_MENTION,brani musicali digitali
431,43503_Apple_plans_to_sell_movies_on_iTunes,cross_intra_PRO55895161082229789,TV episodes,PRO,ENTITY_MENTION,episodi TV
432,43503_Apple_plans_to_sell_movies_on_iTunes,cross_intra_PRO55895161082229789,TV episodes,PRO,ENTITY_MENTION,I dirigenti di Apple
433,43503_Apple_plans_to_sell_movies_on_iTunes,cross_intra_ORG55895173473659360,film studios,ORG,ENTITY_MENTION,gli studios cinematografici
434,43503_Apple_plans_to_sell_movies_on_iTunes,cross_intra_ORG55895173473659360,film studios,ORG,ENTITY_MENTION,alcuni studios
435,43503_Apple_plans_to_sell_movies_on_iTunes,cross_intra_FIN55895364482390762,pricing structures,FIN,ENTITY_MENTION,le strutture tariffarie
436,43503_Apple_plans_to_sell_movies_on_iTunes,cross_intra_FIN55895409053689066,films price,FIN,ENTITY_MENTION,un prezzo più alto
437,58207_Apple_introduces_iPhone_and_Apple_TV,cross_OTH57305030737240892,walking S7-SE - (Steve Jobs),OTH,EVENT_MENTION,passeggiando
438,58207_Apple_introduces_iPhone_and_Apple_TV,cross_SPE57305644854517035,stated S8-SE - (Steve Jobs),SPE,EVENT_MENTION,dichiarato
439,58207_Apple_introduces_iPhone_and_Apple_TV,cross_OTH57304939497529739,unveiled S7-SE - (Steve Jobs),OTH,EVENT_MENTION,presentato
440,58207_Apple_introduces_iPhone_and_Apple_TV,cross_OTH57305136816209086,taking out S7-SE - (Steve Jobs),OTH,EVENT_MENTION,estraendo
441,58207_Apple_introduces_iPhone_and_Apple_TV,cross_SPE57305546805329596,speech S8-SE - (Steve Jobs),SPE,EVENT_MENTION,discorso
442,58772_Apple_Inc,cross_intra_FIN55896206410543487,profits,FIN,ENTITY_MENTION,al profitto di 565 milioni di dollari
443,58772_Apple_Inc,cross_intra_FIN55896206410543487,profits,FIN,ENTITY_MENTION,i suoi profitti
444,58772_Apple_Inc,cross_intra_FIN55896206410543487,profits,FIN,ENTITY_MENTION,dei suoi profitti
445,58772_Apple_Inc,cross_OTH57192181675973147,sales S14-SE - (iPod),OTH,EVENT_MENTION,vendita
446,58772_Apple_Inc,cross_OTH56691331253792792,sold S11-SE - iPod,OTH,EVENT_MENTION,venduto
447,78899_Apple_announces_new_iPod_range,cross_SPE57305835996117899,announced S12-SE - (Steve Jobs) ,SPE,EVENT_MENTION,rivelato
448,78899_Apple_announces_new_iPod_range,cross_SPE57306034632827974,described S13-SE - (Steve Jobs),SPE,EVENT_MENTION,descritto
449,89284_Apple_to_lower_UK_iTunes_prices,cross_intra_PRO55899207284610243,media,PRO,ENTITY_MENTION,"dei contenuti multimediali presenti sul suo iTunes store del Regno Unito , il negozio di media online di Apple"
450,89284_Apple_to_lower_UK_iTunes_prices,cross_intra_FIN55899157220703028,UK iTunes prices,FIN,ENTITY_MENTION,"i prezzi dei contenuti multimediali presenti sul suo iTunes store del Regno Unito , il negozio di media online di Apple"
451,89284_Apple_to_lower_UK_iTunes_prices,cross_intra_FIN55899157220703028,UK iTunes prices,FIN,ENTITY_MENTION,i prezzi di iTunes in UK
452,89284_Apple_to_lower_UK_iTunes_prices,cross_intra_LOC27584708566935027,EU,LOC,ENTITY_MENTION,La Commissione europea
453,89284_Apple_to_lower_UK_iTunes_prices,cross_intra_LOC27735930596276101,United Kingdom,LOC,ENTITY_MENTION,UK
454,89284_Apple_to_lower_UK_iTunes_prices,cross_intra_LOC27735930596276101,United Kingdom,LOC,ENTITY_MENTION,del Regno Unito
455,89284_Apple_to_lower_UK_iTunes_prices,cross_intra_PRO55899097474135091,other media apart from music,PRO,ENTITY_MENTION,"altri contenuti multimediali oltre alla musica , come film lungometraggi"
456,89284_Apple_to_lower_UK_iTunes_prices,cross_intra_PRO55898998032559275,music,PRO,ENTITY_MENTION,alla musica
457,89284_Apple_to_lower_UK_iTunes_prices,cross_OTH57463628102101462,sold-SE - (iTunes store),OTH,EVENT_MENTION,venduto
458,9549_Reactions_to_Apple,cross_intra_PRO55892416591492029,e-mail client Mail,PRO,ENTITY_MENTION,Mail
459,9549_Reactions_to_Apple,cross_intra_PRO55892416591492029,e-mail client Mail,PRO,ENTITY_MENTION,il client di posta elettronica
460,9549_Reactions_to_Apple,cross_intra_PRO55892416591492029,e-mail client Mail,PRO,ENTITY_MENTION,il client di posta elettronica Mail
461,9549_Reactions_to_Apple,cross_intra_PRO55892499292565542,multi-person audio / video / text messaging client iChat,PRO,ENTITY_MENTION,iChat
462,9549_Reactions_to_Apple,cross_intra_PRO55892499292565542,multi-person audio / video / text messaging client iChat,PRO,ENTITY_MENTION,il client di messaggistica audio / video / testo per più partecipanti
463,9549_Reactions_to_Apple,cross_intra_PRO55892499292565542,multi-person audio / video / text messaging client iChat,PRO,ENTITY_MENTION,il client di messaggistica audio / video / testo per più partecipanti iChat
464,9549_Reactions_to_Apple,cross_intra_PRO55892433502200549,web browser Safari,PRO,ENTITY_MENTION,Safari
465,9549_Reactions_to_Apple,cross_intra_PRO55892433502200549,web browser Safari,PRO,ENTITY_MENTION,il browser web
466,9549_Reactions_to_Apple,cross_intra_PRO55892433502200549,web browser Safari,PRO,ENTITY_MENTION,il browser web Safari
467,9549_Reactions_to_Apple,cross_intra_PRO55894491259852648,new features rolled out in Tiger,PRO,ENTITY_MENTION,funzionalità completamente nuove
468,9549_Reactions_to_Apple,cross_intra_PRO55894392940464297,application software of Tiger,PRO,ENTITY_MENTION,del software applicativo
469,9549_Reactions_to_Apple,cross_intra_PRO55894392940464297,application software of Tiger,PRO,ENTITY_MENTION,nuove versioni del software applicativo
470,9549_Reactions_to_Apple,cross_intra_PER55892175036030506,Macintosh users and Macintosh curious,PER,ENTITY_MENTION,gli utenti Macintosh e i curiosi
471,9549_Reactions_to_Apple,cross_intra_PRO55894280318719086,200 new features include in the Tiger release,PRO,ENTITY_MENTION,200 nuove funzionalità
472,9549_Reactions_to_Apple,cross_intra_PRO55894293390237147,"Darwin and Quartz features, software and system utilities",PRO,ENTITY_MENTION,"Il kernel open-source , o nucleo del sistema , "" Darwin "" , oltre a tutte le caratteristiche di interfaccia utente Quartz , esclusiva di Apple , il software e le utilità di sistema di Apple"
473,9549_Reactions_to_Apple,cross_intra_PER47187995070398978,Macintosh users,PER,ENTITY_MENTION,gli utenti Macintosh
474,9549_Reactions_to_Apple,cross_intra_PER47187991917854070,Macintosh curious,PER,ENTITY_MENTION,i curiosi
475,9549_Reactions_to_Apple,cross_intra_PRO47187727442799375,Mac OS X Tiger,PRO,ENTITY_MENTION,questa versione
476,9549_Reactions_to_Apple,cross_intra_PRO47187727442799375,Mac OS X Tiger,PRO,ENTITY_MENTION,il nome in codice di questa versione
477,9549_Reactions_to_Apple,cross_intra_PRO47187727442799375,Mac OS X Tiger,PRO,ENTITY_MENTION,"Tiger , il nome in codice di questa versione"
478,9549_Reactions_to_Apple,cross_intra_PRO47187727442799375,Mac OS X Tiger,PRO,ENTITY_MENTION,del sistema
479,9549_Reactions_to_Apple,cross_intra_PRO47187727442799375,Mac OS X Tiger,PRO,ENTITY_MENTION,questa versione
480,9549_Reactions_to_Apple,cross_intra_PRO47187727442799375,Mac OS X Tiger,PRO,ENTITY_MENTION,versione 10.4
481,9549_Reactions_to_Apple,cross_intra_PRO47187727442799375,Mac OS X Tiger,PRO,ENTITY_MENTION,Tiger
482,9549_Reactions_to_Apple,cross_intra_PRO47187727442799375,Mac OS X Tiger,PRO,ENTITY_MENTION,la nuova versione di Apple Computer Mac OS X
483,9549_Reactions_to_Apple,cross_intra_PRO47187727442799375,Mac OS X Tiger,PRO,ENTITY_MENTION,"la nuova versione di Apple Computer Mac OS X , versione 10.4"
484,9549_Reactions_to_Apple,cross_intra_PRO47187727442799375,Mac OS X Tiger,PRO,ENTITY_MENTION,"Tiger , la nuova versione di Apple Computer Mac OS X , versione 10.4"
485,9549_Reactions_to_Apple,cross_intra_PRO47187727442799375,Mac OS X Tiger,PRO,ENTITY_MENTION,Tiger
486,9549_Reactions_to_Apple,cross_intra_PRO47187727442799375,Mac OS X Tiger,PRO,ENTITY_MENTION,OS X Tiger di Apple
487,9549_Reactions_to_Apple,cross_intra_PRO55893989699178275,Quartz,PRO,ENTITY_MENTION,interfaccia utente
488,9549_Reactions_to_Apple,cross_intra_PRO55893989699178275,Quartz,PRO,ENTITY_MENTION,Quartz
489,9549_Reactions_to_Apple,cross_intra_PRO55893989699178275,Quartz,PRO,ENTITY_MENTION,esclusiva di Apple
490,9549_Reactions_to_Apple,cross_intra_PRO55893989699178275,Quartz,PRO,ENTITY_MENTION,interfaccia utente Quartz
491,9549_Reactions_to_Apple,cross_intra_PRO55893989699178275,Quartz,PRO,ENTITY_MENTION,"interfaccia utente Quartz , esclusiva di Apple"
492,9549_Reactions_to_Apple,cross_intra_PRO55894548538555407,Quartz software,PRO,ENTITY_MENTION,il software
493,9549_Reactions_to_Apple,cross_intra_PRO55894556413442138,Quartz system utilities,PRO,ENTITY_MENTION,le utilità di sistema di Apple
494,9549_Reactions_to_Apple,cross_intra_PRO47187907105360043,Spotlight,PRO,ENTITY_MENTION,Spotlight
495,9549_Reactions_to_Apple,cross_intra_PRO55894465765921756,meta-data used in Tiger algorithm,PRO,ENTITY_MENTION,suoi
496,9549_Reactions_to_Apple,cross_intra_PRO55894465765921756,meta-data used in Tiger algorithm,PRO,ENTITY_MENTION,meta-dati
497,9549_Reactions_to_Apple,cross_intra_PRO55894383817219927,algorithm in the OS X Tiger,PRO,ENTITY_MENTION,nei suoi algoritmi
498,9549_Reactions_to_Apple,cross_intra_PRO47187668941325568,Darwin operating system,PRO,ENTITY_MENTION,""" Darwin """
499,9549_Reactions_to_Apple,cross_intra_PRO47187668941325568,Darwin operating system,PRO,ENTITY_MENTION,nucleo del sistema
500,9549_Reactions_to_Apple,cross_intra_PRO47187668941325568,Darwin operating system,PRO,ENTITY_MENTION,Il kernel open-source
501,9549_Reactions_to_Apple,cross_intra_PRO47187668941325568,Darwin operating system,PRO,ENTITY_MENTION,"Il kernel open-source , o nucleo del sistema"
502,9549_Reactions_to_Apple,cross_intra_PRO47187668941325568,Darwin operating system,PRO,ENTITY_MENTION,"Il kernel open-source , o nucleo del sistema , "" Darwin """
503,9549_Reactions_to_Apple,cross_intra_PRO47187668941325568,Darwin operating system,PRO,ENTITY_MENTION,del sistema operativo
504,9549_Reactions_to_Apple,cross_intra_PRO55892522745829777,chatrooms,PRO,ENTITY_MENTION,chat
505,9549_Reactions_to_Apple,cross_intra_PRO55892527539612109,bulletin boards,PRO,ENTITY_MENTION,bacheche
506,9549_Reactions_to_Apple,cross_intra_PRO56157260227589817,the core of Darwin OS,PRO,ENTITY_MENTION,nel nucleo del sistema operativo
507,9549_Reactions_to_Apple,cross_intra_PRO55893760953193503,chatrooms and bulletin boards,PRO,ENTITY_MENTION,chat e bacheche
508,9549_Reactions_to_Apple,cross_intra_PRO56157365618971643,features and application software in OS X Tiger,PRO,ENTITY_MENTION,"200 nuove funzionalità e nuove versioni del software applicativo , tra cui il client di posta elettronica Mail , il browser web Safari e il client di messaggistica audio / video / testo per più partecipanti iChat"
509,9549_Reactions_to_Apple,cross_intra_PRO56157365618971643,features and application software in OS X Tiger,PRO,ENTITY_MENTION,cui
510,9549_Reactions_to_Apple,cross_intra_PRO55893840746225231,Mail and Safari and iChat,PRO,ENTITY_MENTION,"il client di posta elettronica Mail , il browser web Safari e il client di messaggistica audio / video / testo per più partecipanti iChat"
511,118147_US_automaker_bailout_deal_fails_to_pass_Senate,cross_intra_ORG37406424148086837,General Motors,ORG,ENTITY_MENTION,General Motors
512,118175_White_House_considering_auto_rescue_plan,cross_ORG37406424148086837,General Motors,ORG,ENTITY_MENTION,propria
513,118175_White_House_considering_auto_rescue_plan,cross_ORG37406424148086837,General Motors,ORG,ENTITY_MENTION,General Motors
514,118175_White_House_considering_auto_rescue_plan,cross_ORG37406424148086837,General Motors,ORG,ENTITY_MENTION,General Motors
515,124043_General_Motors_automobile_sales_plunge_by_45,cross_ORG37406424148086837,General Motors,ORG,ENTITY_MENTION,un
516,124043_General_Motors_automobile_sales_plunge_by_45,cross_ORG37406424148086837,General Motors,ORG,ENTITY_MENTION,GM
517,124043_General_Motors_automobile_sales_plunge_by_45,cross_intra_ORG37406424148086837,General Motors,ORG,ENTITY_MENTION,General Motors
518,124043_General_Motors_automobile_sales_plunge_by_45,cross_intra_ORG37406424148086837,General Motors,ORG,ENTITY_MENTION,GM
519,124043_General_Motors_automobile_sales_plunge_by_45,cross_intra_ORG37406424148086837,General Motors,ORG,ENTITY_MENTION,General Motors Corporation
520,127461_Penske_Auto_selected_to_buy_General_Motors_Saturn_unit,cross_intra_ORG37406424148086837,General Motors,ORG,ENTITY_MENTION,che
521,127461_Penske_Auto_selected_to_buy_General_Motors_Saturn_unit,cross_intra_ORG37406424148086837,General Motors,ORG,ENTITY_MENTION,GM
522,127461_Penske_Auto_selected_to_buy_General_Motors_Saturn_unit,cross_intra_ORG37406424148086837,General Motors,ORG,ENTITY_MENTION,General Motors Corporation
523,127461_Penske_Auto_selected_to_buy_General_Motors_Saturn_unit,cross_intra_ORG37406424148086837,General Motors,ORG,ENTITY_MENTION,una casa automobilistica americana che ha presentato istanza di tutela per fallimento
524,127461_Penske_Auto_selected_to_buy_General_Motors_Saturn_unit,cross_intra_ORG37406424148086837,General Motors,ORG,ENTITY_MENTION,General Motors
525,127461_Penske_Auto_selected_to_buy_General_Motors_Saturn_unit,cross_ORG37406424148086837,General Motors,ORG,ENTITY_MENTION,GM
526,127461_Penske_Auto_selected_to_buy_General_Motors_Saturn_unit,cross_ORG37406424148086837,General Motors,ORG,ENTITY_MENTION,GM
527,127461_Penske_Auto_selected_to_buy_General_Motors_Saturn_unit,cross_ORG37406424148086837,General Motors,ORG,ENTITY_MENTION,GM
528,160257_Fords_US_auto_sales_spike,cross_intra_ORG37406424148086837,General Motors,ORG,ENTITY_MENTION,GM
529,160257_Fords_US_auto_sales_spike,cross_intra_ORG37406424148086837,General Motors,ORG,ENTITY_MENTION,General Motors
530,160257_Fords_US_auto_sales_spike,cross_intra_ORG37406424148086837,General Motors,ORG,ENTITY_MENTION,GM
531,31965_GM_posts_first_annual_loss_since_1992,cross_intra_ORG37406424148086837,General Motors,ORG,ENTITY_MENTION,sua
532,31965_GM_posts_first_annual_loss_since_1992,cross_intra_ORG37406424148086837,General Motors,ORG,ENTITY_MENTION,GM
533,31965_GM_posts_first_annual_loss_since_1992,cross_intra_ORG37406424148086837,General Motors,ORG,ENTITY_MENTION,GM
534,31965_GM_posts_first_annual_loss_since_1992,cross_intra_ORG37406424148086837,General Motors,ORG,ENTITY_MENTION,GM
535,31965_GM_posts_first_annual_loss_since_1992,cross_intra_ORG37406424148086837,General Motors,ORG,ENTITY_MENTION,GM
536,31965_GM_posts_first_annual_loss_since_1992,cross_intra_ORG37406424148086837,General Motors,ORG,ENTITY_MENTION,General Motors Corporation
537,31965_GM_posts_first_annual_loss_since_1992,cross_ORG37406424148086837,General Motors,ORG,ENTITY_MENTION,la società
538,31965_GM_posts_first_annual_loss_since_1992,cross_ORG37406424148086837,General Motors,ORG,ENTITY_MENTION,GM
539,31965_GM_posts_first_annual_loss_since_1992,cross_ORG37406424148086837,General Motors,ORG,ENTITY_MENTION,GM
540,31965_GM_posts_first_annual_loss_since_1992,cross_intra_ORG37406424148086837,General Motors,ORG,ENTITY_MENTION,GM
541,31965_GM_posts_first_annual_loss_since_1992,cross_ORG37406424148086837,General Motors,ORG,ENTITY_MENTION,proprio
542,31965_GM_posts_first_annual_loss_since_1992,cross_ORG37406424148086837,General Motors,ORG,ENTITY_MENTION,GM
543,31965_GM_posts_first_annual_loss_since_1992,cross_ORG37406424148086837,General Motors,ORG,ENTITY_MENTION,GM
544,124043_General_Motors_automobile_sales_plunge_by_45,cross_intra_FIN47037936525092512,American auto industry,FIN,ENTITY_MENTION,l' industria automobilistica
545,118147_US_automaker_bailout_deal_fails_to_pass_Senate,cross_intra_LOC27735327659249054,United States of America ,LOC,ENTITY_MENTION,degli Stati Uniti
546,118147_US_automaker_bailout_deal_fails_to_pass_Senate,cross_intra_LOC27735327659249054,United States of America ,LOC,ENTITY_MENTION,negli Stati Uniti
547,118147_US_automaker_bailout_deal_fails_to_pass_Senate,cross_intra_LOC27735327659249054,United States of America ,LOC,ENTITY_MENTION,statunitensi
548,118147_US_automaker_bailout_deal_fails_to_pass_Senate,cross_intra_LOC27735327659249054,United States of America ,LOC,ENTITY_MENTION,degli Stati Uniti
549,"125796_Chrysler_files_for_bankruptcy,_Fiat_Group_SpA_to_run_company",cross_intra_LOC27735327659249054,United States of America ,LOC,ENTITY_MENTION,dal governo degli Stati Uniti
550,"125796_Chrysler_files_for_bankruptcy,_Fiat_Group_SpA_to_run_company",cross_intra_LOC27735327659249054,United States of America ,LOC,ENTITY_MENTION,degli Stati Uniti
551,"125796_Chrysler_files_for_bankruptcy,_Fiat_Group_SpA_to_run_company",cross_intra_LOC27735327659249054,United States of America ,LOC,ENTITY_MENTION,al governo degli Stati Uniti
552,"125796_Chrysler_files_for_bankruptcy,_Fiat_Group_SpA_to_run_company",cross_intra_LOC27735327659249054,United States of America ,LOC,ENTITY_MENTION,americana
553,"125796_Chrysler_files_for_bankruptcy,_Fiat_Group_SpA_to_run_company",cross_intra_LOC27735327659249054,United States of America ,LOC,ENTITY_MENTION,degli Stati Uniti
554,143300_Automobile_manufacturer_Ford_posts_unexpected_profits,cross_intra_LOC27735327659249054,United States of America ,LOC,ENTITY_MENTION,statunitense
555,160257_Fords_US_auto_sales_spike,cross_intra_LOC27735327659249054,United States of America ,LOC,ENTITY_MENTION,negli Stati Uniti
556,160257_Fords_US_auto_sales_spike,cross_intra_LOC27735327659249054,United States of America ,LOC,ENTITY_MENTION,negli Stati Uniti
557,160257_Fords_US_auto_sales_spike,cross_intra_LOC27735327659249054,United States of America ,LOC,ENTITY_MENTION,degli Stati Uniti
558,60086_Ford_Taurus_to_be_revived,cross_intra_LOC27735327659249054,United States of America ,LOC,ENTITY_MENTION,americane
559,79240_Ford_offers_US78_million_for_Romanian_auto_plant,cross_intra_LOC27735327659249054,United States of America ,LOC,ENTITY_MENTION,statunitense
560,124043_General_Motors_automobile_sales_plunge_by_45,cross_intra_PRO37402535305680047,automobile,PRO,ENTITY_MENTION,automobili
561,124043_General_Motors_automobile_sales_plunge_by_45,cross_intra_PRO37402535305680047,automobile,PRO,ENTITY_MENTION,automobili
