,composite_chain_id,coref_chain,dataset,subtopic_id,language,mentions,phrasing_diversity,unique_lemmas
194,OTH2wot3fmhGMSznv7eG3WLAD/NP4E//,OTH2wot3fmhGMSznv7eG3WLAD,NP4E,,,3,0.333,3
195,OTH36VARPvFtWTq6mKrs5SZ5u/NP4E//,OTH36VARPvFtWTq6mKrs5SZ5u,NP4E,,,15,1.9,6
196,OTH36fgYLnCxMN4ZD3sLAnrEo/NP4E//,OTH36fgYLnCxMN4ZD3sLAnrEo,NP4E,,,3,1.333,3
197,OTH3FVSp3jxuXqnSmRKFH2Ky5/NP4E//,OTH3FVSp3jxuXqnSmRKFH2Ky5,NP4E,,,4,0.125,2
198,OTH3ePcBpn5uokTmjKMBBezCK/NP4E//,OTH3ePcBpn5uokTmjKMBBezCK,NP4E,,,4,0.125,2
199,OTH3gAh2V2gP2u634LdwJTbuB/NP4E//,OTH3gAh2V2gP2u634LdwJTbuB,NP4E,,,2,0.25,1
200,OTH3jkxpi4LBzY5pmQMsB7jNu/NP4E//,OTH3jkxpi4LBzY5pmQMsB7jNu,NP4E,,,6,0.278,3
201,OTH3n6aP4wBgeGbTbJjdYnQro/NP4E//,OTH3n6aP4wBgeGbTbJjdYnQro,NP4E,,,3,1.0,1
202,OTH3nYj3UVXd4xZgsCihdCYoh/NP4E//,OTH3nYj3UVXd4xZgsCihdCYoh,NP4E,,,2,2.0,2
203,OTH3zAwNDMXQvzu7xhPi4EURM/NP4E//,OTH3zAwNDMXQvzu7xhPi4EURM,NP4E,,,6,0.056,2
204,OTH46bDf7yKexPNSgiTSkdXVS/NP4E//,OTH46bDf7yKexPNSgiTSkdXVS,NP4E,,,2,0.25,1
205,OTH4E2yJkSiZKYHi5LrNacuGF/NP4E//,OTH4E2yJkSiZKYHi5LrNacuGF,NP4E,,,2,1.0,1
206,OTH4WPLr6yVUXDdQotDAusd6w/NP4E//,OTH4WPLr6yVUXDdQotDAusd6w,NP4E,,,2,1.0,1
207,OTH4ZkXeYWQDcGMZbWwjYeU4C/NP4E//,OTH4ZkXeYWQDcGMZbWwjYeU4C,NP4E,,,10,0.5,2
208,OTH4niiLckqWqau6catukyi6w/NP4E//,OTH4niiLckqWqau6catukyi6w,NP4E,,,2,2.0,2
209,OTH595FohymWmRXBNXEBtMVzj/NP4E//,OTH595FohymWmRXBNXEBtMVzj,NP4E,,,8,2.062,4
210,OTH5QiPEVEzXGeEyLQyx7gY3a/NP4E//,OTH5QiPEVEzXGeEyLQyx7gY3a,NP4E,,,3,2.0,2
211,OTH5UC9dNvJCi5VDRudtvD9Bk/NP4E//,OTH5UC9dNvJCi5VDRudtvD9Bk,NP4E,,,2,2.0,2
212,OTH5X2Y9PGUUPztoCAaAPL4Z3/NP4E//,OTH5X2Y9PGUUPztoCAaAPL4Z3,NP4E,,,12,0.167,3
213,OTH5XEShHWiGzxHfZJDrYMBgV/NP4E//,OTH5XEShHWiGzxHfZJDrYMBgV,NP4E,,,3,2.0,2
214,OTH5u98PkprW6cBMwKxhBe4rS/NP4E//,OTH5u98PkprW6cBMwKxhBe4rS,NP4E,,,2,1.0,1
215,OTH67WRtH76sxqyWknpUQXTHv/NP4E//,OTH67WRtH76sxqyWknpUQXTHv,NP4E,,,2,0.5,2
216,OTH6FCGd4nL6rCKVD8TeCf88y/NP4E//,OTH6FCGd4nL6rCKVD8TeCf88y,NP4E,,,2,2.0,2
217,OTH6KZrAkSKwMzKHhxp4igK6U/NP4E//,OTH6KZrAkSKwMzKHhxp4igK6U,NP4E,,,4,0.5,2
218,OTH6cXsXhHt2VKTncEXRCyZLP/NP4E//,OTH6cXsXhHt2VKTncEXRCyZLP,NP4E,,,2,0.5,2
219,OTH6dGh2PvH4VFYaUxHLBBVtG/NP4E//,OTH6dGh2PvH4VFYaUxHLBBVtG,NP4E,,,2,0.5,2
220,OTH6dQFo2kgxWqFi8hqa666bo/NP4E//,OTH6dQFo2kgxWqFi8hqa666bo,NP4E,,,2,1.0,1
221,OTH6oNw4JbP5msyUVPB6p7B5o/NP4E//,OTH6oNw4JbP5msyUVPB6p7B5o,NP4E,,,2,1.0,1
222,OTH6vAhjKzBkBa652ogDKUXd8/NP4E//,OTH6vAhjKzBkBa652ogDKUXd8,NP4E,,,2,2.0,2
223,OTH79rtJhYDYb7znQdTpsvoGq/NP4E//,OTH79rtJhYDYb7znQdTpsvoGq,NP4E,,,2,0.25,1
224,OTH79vvwRwGTZYSea47iAwttE/NP4E//,OTH79vvwRwGTZYSea47iAwttE,NP4E,,,8,2.0,3
225,OTH7J5HSpvkC3RGuKvLEXcKQb/NP4E//,OTH7J5HSpvkC3RGuKvLEXcKQb,NP4E,,,7,0.095,2
226,OTH7MCBZwUdo8Vz2Fii7RwJyU/NP4E//,OTH7MCBZwUdo8Vz2Fii7RwJyU,NP4E,,,4,0.562,1
227,OTH7TKrKW3MfKxkpjGUiAtbH2/NP4E//,OTH7TKrKW3MfKxkpjGUiAtbH2,NP4E,,,2,1.0,1
228,OTH7XUwoHTFpc2xHxMmBbQWxt/NP4E//,OTH7XUwoHTFpc2xHxMmBbQWxt,NP4E,,,2,0.5,2
229,OTH7jSTYdXFLrR76kciPe29uD/NP4E//,OTH7jSTYdXFLrR76kciPe29uD,NP4E,,,2,1.0,1
230,OTH7meM7CfgNSvAFhiCJpkbE6/NP4E//,OTH7meM7CfgNSvAFhiCJpkbE6,NP4E,,,2,1.0,1
231,OTH7uQ5qsRsAchB2CrfenjBcR/NP4E//,OTH7uQ5qsRsAchB2CrfenjBcR,NP4E,,,2,2.0,2
232,OTH7vwhMXAFP4UWbkYrQgcwzf/NP4E//,OTH7vwhMXAFP4UWbkYrQgcwzf,NP4E,,,4,3.0,3
233,OTH8A8e569yAPm3hCvxhxPMRP/NP4E//,OTH8A8e569yAPm3hCvxhxPMRP,NP4E,,,2,1.0,1
234,OTH8JqeQ9JbrhVvUah3gKUMEq/NP4E//,OTH8JqeQ9JbrhVvUah3gKUMEq,NP4E,,,2,2.0,2
235,OTH8R9BWaHG3iB7MWzu3ok299/NP4E//,OTH8R9BWaHG3iB7MWzu3ok299,NP4E,,,3,1.0,1
236,OTH8WHVx2j38Fi9rsC4LZPmYQ/NP4E//,OTH8WHVx2j38Fi9rsC4LZPmYQ,NP4E,,,2,0.5,2
237,OTH8XF2eRUFr5DvSr6yWkKCSC/NP4E//,OTH8XF2eRUFr5DvSr6yWkKCSC,NP4E,,,2,2.0,2
238,OTH8YtNvRfoUiwAoRsmtFnQ5L/NP4E//,OTH8YtNvRfoUiwAoRsmtFnQ5L,NP4E,,,3,0.444,1
239,OTH8dQqdifQ5Zuk49RX7d63Qz/NP4E//,OTH8dQqdifQ5Zuk49RX7d63Qz,NP4E,,,3,0.167,2
240,OTH95Pim24246gxNUiLFNBLiG/NP4E//,OTH95Pim24246gxNUiLFNBLiG,NP4E,,,3,0.167,2
241,OTH97RcHwaR53ydVMYXX75t9R/NP4E//,OTH97RcHwaR53ydVMYXX75t9R,NP4E,,,3,0.167,2
242,OTH9Hv6MfuHKg9bfJKKFYVeyZ/NP4E//,OTH9Hv6MfuHKg9bfJKKFYVeyZ,NP4E,,,4,1.5,3
243,OTH9XPYx2CjkBQ8biSZrPQXEU/NP4E//,OTH9XPYx2CjkBQ8biSZrPQXEU,NP4E,,,2,1.0,1
244,OTH9cGSyd6TQbhtpka8apA5Q7/NP4E//,OTH9cGSyd6TQbhtpka8apA5Q7,NP4E,,,2,1.0,1
245,OTH9kaLvZvexn75Pj9bf6zNQF/NP4E//,OTH9kaLvZvexn75Pj9bf6zNQF,NP4E,,,2,1.0,1
246,OTH9mLMLnZ9MaMWbzRWVhLiUv/NP4E//,OTH9mLMLnZ9MaMWbzRWVhLiUv,NP4E,,,4,1.0,3
247,OTHABvvxNF92vUCoVahMNLnWh/NP4E//,OTHABvvxNF92vUCoVahMNLnWh,NP4E,,,6,2.222,2
248,OTHAPRXsxgtFfgWuRkdvC4Zvy/NP4E//,OTHAPRXsxgtFfgWuRkdvC4Zvy,NP4E,,,2,2.0,2
249,OTHAVBzHy8TwdqMatfxHGzWiH/NP4E//,OTHAVBzHy8TwdqMatfxHGzWiH,NP4E,,,3,0.444,1
250,OTHAVS2Zm9x59zXQKoRfxMnH9/NP4E//,OTHAVS2Zm9x59zXQKoRfxMnH9,NP4E,,,2,1.0,1
251,OTHAYfmmRyKP3xdzYMQ8hTyB4/NP4E//,OTHAYfmmRyKP3xdzYMQ8hTyB4,NP4E,,,8,0.75,3
252,OTHBBaef3w5heHBo2K88HEpRB/NP4E//,OTHBBaef3w5heHBo2K88HEpRB,NP4E,,,2,1.0,1
253,OTHBTT7fZPe67Nm6bNo3AekvR/NP4E//,OTHBTT7fZPe67Nm6bNo3AekvR,NP4E,,,2,0.5,2
254,OTHBZT6tZGbiH9ToQcNy8cP2S/NP4E//,OTHBZT6tZGbiH9ToQcNy8cP2S,NP4E,,,4,0.25,1
255,OTHBnVvqwrrqteR9u3NbLeUiZ/NP4E//,OTHBnVvqwrrqteR9u3NbLeUiZ,NP4E,,,3,1.333,3
256,OTHBr45782igaGPAAfDvH8hAx/NP4E//,OTHBr45782igaGPAAfDvH8hAx,NP4E,,,2,2.0,2
257,OTHBvAdkvSxrVGSQYVbxYSGpE/NP4E//,OTHBvAdkvSxrVGSQYVbxYSGpE,NP4E,,,2,1.0,1
258,OTHC3SP8ZnzPy7oA3HtEMRsay/NP4E//,OTHC3SP8ZnzPy7oA3HtEMRsay,NP4E,,,9,0.463,2
259,OTHC8TdpYQ5QLEfbiQzvrxnMC/NP4E//,OTHC8TdpYQ5QLEfbiQzvrxnMC,NP4E,,,4,0.5,2
260,OTHCJFCfbef2AyHnvDTuhLyZn/NP4E//,OTHCJFCfbef2AyHnvDTuhLyZn,NP4E,,,2,2.0,2
261,OTHCLnBi8uj7ZzbdyXvnyNob5/NP4E//,OTHCLnBi8uj7ZzbdyXvnyNob5,NP4E,,,2,1.0,1
262,OTHCRtB3Tt9h8C6RYpPTe6gRQ/NP4E//,OTHCRtB3Tt9h8C6RYpPTe6gRQ,NP4E,,,2,1.0,1
263,OTHCX6mukZ5gnWj8JSkiNrRFt/NP4E//,OTHCX6mukZ5gnWj8JSkiNrRFt,NP4E,,,5,0.8,5
264,OTHCgP9v99ZkzUGsxyTChGKUm/NP4E//,OTHCgP9v99ZkzUGsxyTChGKUm,NP4E,,,10,0.8,5
265,OTHCupJnhKJsftKB54cobrNy4/NP4E//,OTHCupJnhKJsftKB54cobrNy4,NP4E,,,2,1.0,1
266,OTHCwmFEoTJ5rEDZATCxtSAcS/NP4E//,OTHCwmFEoTJ5rEDZATCxtSAcS,NP4E,,,2,2.0,2
267,OTHCxj5FPaiyQbE5eVJARvkww/NP4E//,OTHCxj5FPaiyQbE5eVJARvkww,NP4E,,,2,2.0,2
268,OTHD5bQgswr95HNfk5TcZUKg5/NP4E//,OTHD5bQgswr95HNfk5TcZUKg5,NP4E,,,5,1.4,2
269,OTHD8VzqKEVg246GX8M2L79vX/NP4E//,OTHD8VzqKEVg246GX8M2L79vX,NP4E,,,2,1.0,1
270,OTHDYVzarySoZ2Z5bXz7bhdW4/NP4E//,OTHDYVzarySoZ2Z5bXz7bhdW4,NP4E,,,17,0.098,3
271,OTHDaekjSeEtQbCd8q8LooHwa/NP4E//,OTHDaekjSeEtQbCd8q8LooHwa,NP4E,,,4,2.0,2
272,OTHDeMLKSNRXvDKY8fHFwHhDC/NP4E//,OTHDeMLKSNRXvDKY8fHFwHhDC,NP4E,,,2,0.5,2
273,OTHDhgwoBJnMaRURbiAy2PuwQ/NP4E//,OTHDhgwoBJnMaRURbiAy2PuwQ,NP4E,,,3,1.0,1
274,OTHE3nvZT9MPmUFSdekTuTGZq/NP4E//,OTHE3nvZT9MPmUFSdekTuTGZq,NP4E,,,8,0.958,4
275,OTHE8m3EyXMiJ9HEr2bugFREH/NP4E//,OTHE8m3EyXMiJ9HEr2bugFREH,NP4E,,,3,3.0,3
276,OTHEBuN92TgxTwLqVa2Gm5Vji/NP4E//,OTHEBuN92TgxTwLqVa2Gm5Vji,NP4E,,,4,1.125,2
277,OTHEFJA6agG6rzaVsGDB4JqYQ/NP4E//,OTHEFJA6agG6rzaVsGDB4JqYQ,NP4E,,,2,2.0,2
278,OTHEJy2uFkFraeoYB8RrATszU/NP4E//,OTHEJy2uFkFraeoYB8RrATszU,NP4E,,,4,0.125,2
279,OTHEL9FUj4ZwwGBZge7PF2E9T/NP4E//,OTHEL9FUj4ZwwGBZge7PF2E9T,NP4E,,,2,1.0,1
280,OTHEP2zEZbaYadyTvDhsbrnKh/NP4E//,OTHEP2zEZbaYadyTvDhsbrnKh,NP4E,,,4,0.125,2
281,OTHEWEeKasZjDfZboTaP64ZuX/NP4E//,OTHEWEeKasZjDfZboTaP64ZuX,NP4E,,,2,1.0,1
282,OTHEdabgphQ4M4kU2g5hshTBY/NP4E//,OTHEdabgphQ4M4kU2g5hshTBY,NP4E,,,2,2.0,2
283,OTHEfTwLrQfQubtug7ez2Koqg/NP4E//,OTHEfTwLrQfQubtug7ez2Koqg,NP4E,,,3,2.0,2
284,OTHEwJWKdfJbmqekx6ToHG47k/NP4E//,OTHEwJWKdfJbmqekx6ToHG47k,NP4E,,,3,2.0,2
285,OTHF4dRGa8GtRnpeEkYB8YK6A/NP4E//,OTHF4dRGa8GtRnpeEkYB8YK6A,NP4E,,,4,0.25,1
286,OTHFE2YWMR6w64CDvdUP6Fru8/NP4E//,OTHFE2YWMR6w64CDvdUP6Fru8,NP4E,,,2,2.0,2
287,OTHFNamaMG3VbmzBRXaNVBrN2/NP4E//,OTHFNamaMG3VbmzBRXaNVBrN2,NP4E,,,7,1.143,3
288,OTHFPSHdVWd84wZXE6MmK2UpU/NP4E//,OTHFPSHdVWd84wZXE6MmK2UpU,NP4E,,,2,2.0,2
289,OTHFRP97gUU5GXZfocwwe6W6C/NP4E//,OTHFRP97gUU5GXZfocwwe6W6C,NP4E,,,2,0.5,2
290,OTHFiVszrgcjJEmPvMoeK6hmY/NP4E//,OTHFiVszrgcjJEmPvMoeK6hmY,NP4E,,,4,0.562,1
291,OTHG6LCL6wTMUoepdv6v28T4v/NP4E//,OTHG6LCL6wTMUoepdv6v28T4v,NP4E,,,2,1.0,1
292,OTHG9RwNsGSHoa8wu9cHfFSiK/NP4E//,OTHG9RwNsGSHoa8wu9cHfFSiK,NP4E,,,2,1.0,1
293,OTHGGAfxX7gevMwf7yTZpiKEY/NP4E//,OTHGGAfxX7gevMwf7yTZpiKEY,NP4E,,,4,2.0,2
294,OTHGGScsWFMwf7zpDgdxukBP8/NP4E//,OTHGGScsWFMwf7zpDgdxukBP8,NP4E,,,3,0.667,2
295,OTHGMaM5JZoNzQPyWjmcZmznU/NP4E//,OTHGMaM5JZoNzQPyWjmcZmznU,NP4E,,,2,2.0,2
296,OTHGMpTKRDRG3twuRQm4NDFQV/NP4E//,OTHGMpTKRDRG3twuRQm4NDFQV,NP4E,,,4,1.875,3
297,OTHGQx6BWrycsWvR8HGsDtPA3/NP4E//,OTHGQx6BWrycsWvR8HGsDtPA3,NP4E,,,2,2.0,2
298,OTHGV63w8euxAxvenQYv8HyDL/NP4E//,OTHGV63w8euxAxvenQYv8HyDL,NP4E,,,2,0.5,2
299,OTHGeu9EvGFE7iYqKRnCSCZXw/NP4E//,OTHGeu9EvGFE7iYqKRnCSCZXw,NP4E,,,2,2.0,2
300,OTHH52s5gEw5GJSLWXbacSnny/NP4E//,OTHH52s5gEw5GJSLWXbacSnny,NP4E,,,2,0.5,2
301,OTHHGdPZz4wR8QiCPrYZ3Xhq6/NP4E//,OTHHGdPZz4wR8QiCPrYZ3Xhq6,NP4E,,,6,0.667,4
302,OTHHTtmLZLuKpmWmtgoeFmDT6/NP4E//,OTHHTtmLZLuKpmWmtgoeFmDT6,NP4E,,,3,2.0,2
303,OTHHp6Pd7hUPjKcCq4HUoBvQL/NP4E//,OTHHp6Pd7hUPjKcCq4HUoBvQL,NP4E,,,5,0.2,2
304,OTHHpB6cnp6y96PRrKzApUezY/NP4E//,OTHHpB6cnp6y96PRrKzApUezY,NP4E,,,2,2.0,2
305,OTHHpSAcjUuduAmbwXr26hNnt/NP4E//,OTHHpSAcjUuduAmbwXr26hNnt,NP4E,,,5,2.0,2
306,OTHHu6xGYQghTgoNag5eASvef/NP4E//,OTHHu6xGYQghTgoNag5eASvef,NP4E,,,2,1.0,1
307,OTHJ7B8JiLxcSVmUE8JQF7L45/NP4E//,OTHJ7B8JiLxcSVmUE8JQF7L45,NP4E,,,2,2.0,2
308,OTHJ7Kf94qTnWYEAsiewe6Phb/NP4E//,OTHJ7Kf94qTnWYEAsiewe6Phb,NP4E,,,2,2.0,2
309,OTHJBZQJRdAk8s8ejV5ZviZMh/NP4E//,OTHJBZQJRdAk8s8ejV5ZviZMh,NP4E,,,2,0.5,2
310,OTHJGPG6ssuwzmebNWHQuDzRc/NP4E//,OTHJGPG6ssuwzmebNWHQuDzRc,NP4E,,,4,0.125,2
311,OTHJGoKXmBtYkPrpExFfBHCmH/NP4E//,OTHJGoKXmBtYkPrpExFfBHCmH,NP4E,,,9,0.611,2
312,OTHJJnBJWKnWBcXY5aTQdy3SB/NP4E//,OTHJJnBJWKnWBcXY5aTQdy3SB,NP4E,,,6,0.056,2
313,OTHJYPDsfAaL4cLPBYivrsRid/NP4E//,OTHJYPDsfAaL4cLPBYivrsRid,NP4E,,,4,2.25,3
314,OTHJa3pR7fWQ334wADdcT7QKA/NP4E//,OTHJa3pR7fWQ334wADdcT7QKA,NP4E,,,2,2.0,2
315,OTHJkwPupFQYyeSZRLP5g2HzR/NP4E//,OTHJkwPupFQYyeSZRLP5g2HzR,NP4E,,,6,2.0,3
316,OTHJvdHjAGc8iVCrpF3jjh6Zu/NP4E//,OTHJvdHjAGc8iVCrpF3jjh6Zu,NP4E,,,2,0.5,2
317,OTHK4f5L4EgVJcntNCqJcs76B/NP4E//,OTHK4f5L4EgVJcntNCqJcs76B,NP4E,,,3,1.333,3
318,OTHK5BPTacy2mmvGMFKntK9Jh/NP4E//,OTHK5BPTacy2mmvGMFKntK9Jh,NP4E,,,2,1.0,1
319,OTHK7Li6BjNYtd2yTiHrvAQ6U/NP4E//,OTHK7Li6BjNYtd2yTiHrvAQ6U,NP4E,,,2,0.5,2
320,OTHKD7tQ78bFZyPEEPzApason/NP4E//,OTHKD7tQ78bFZyPEEPzApason,NP4E,,,2,0.5,2
321,OTHKPNyppttR7UYUDYSvxcSuR/NP4E//,OTHKPNyppttR7UYUDYSvxcSuR,NP4E,,,2,1.0,1
322,OTHKf8nAbrcfKTTYA7jbaS26h/NP4E//,OTHKf8nAbrcfKTTYA7jbaS26h,NP4E,,,4,0.562,1
323,OTHKnR2cdTETdomoRCMQy69gg/NP4E//,OTHKnR2cdTETdomoRCMQy69gg,NP4E,,,2,0.5,2
324,OTHKrQSNoR2kmFJ5oH9pp2s3m/NP4E//,OTHKrQSNoR2kmFJ5oH9pp2s3m,NP4E,,,2,0.5,2
325,OTHKryQoWZ8bgbx2yH38xdd8o/NP4E//,OTHKryQoWZ8bgbx2yH38xdd8o,NP4E,,,2,1.0,1
326,OTHL74KBsZ6uUidPYsunUbdq9/NP4E//,OTHL74KBsZ6uUidPYsunUbdq9,NP4E,,,2,2.0,2
327,OTHLNeM5hhLGLsLWgzasBGiqz/NP4E//,OTHLNeM5hhLGLsLWgzasBGiqz,NP4E,,,2,2.0,2
328,OTHLjSPjPoETZNtsUrDGzsJ9c/NP4E//,OTHLjSPjPoETZNtsUrDGzsJ9c,NP4E,,,2,2.0,2
329,OTHLpUpUhPzbm9PGP4579Jg9s/NP4E//,OTHLpUpUhPzbm9PGP4579Jg9s,NP4E,,,4,0.25,1
330,OTHLqXKpXZ7C9a6D2NBPve5zv/NP4E//,OTHLqXKpXZ7C9a6D2NBPve5zv,NP4E,,,2,0.5,2
331,OTHLuBDj8VhVU4HZhLftkDAAN/NP4E//,OTHLuBDj8VhVU4HZhLftkDAAN,NP4E,,,4,1.5,3
332,OTHM8D9TAMEE7N8PaaXAXyuUj/NP4E//,OTHM8D9TAMEE7N8PaaXAXyuUj,NP4E,,,2,1.0,1
333,OTHMAcLQBBFN8n7FFWbHgfaPD/NP4E//,OTHMAcLQBBFN8n7FFWbHgfaPD,NP4E,,,3,0.333,3
334,OTHMBqecXnz6GHAjiqZNyhtJj/NP4E//,OTHMBqecXnz6GHAjiqZNyhtJj,NP4E,,,10,0.458,2
335,OTHMFg9c2zoAxjgfW3vfg9mtS/NP4E//,OTHMFg9c2zoAxjgfW3vfg9mtS,NP4E,,,2,0.25,1
336,OTHMg3wtbyfbhV3XT9TVh4ddY/NP4E//,OTHMg3wtbyfbhV3XT9TVh4ddY,NP4E,,,6,0.056,2
337,OTHN2LADVAdsDyq4CkELqWevJ/NP4E//,OTHN2LADVAdsDyq4CkELqWevJ,NP4E,,,2,2.0,2
338,OTHN4pXVTtTobsfQZK5KGmSJk/NP4E//,OTHN4pXVTtTobsfQZK5KGmSJk,NP4E,,,2,1.0,1
339,OTHN6iR9UdPotuvZ73ATjxfvK/NP4E//,OTHN6iR9UdPotuvZ73ATjxfvK,NP4E,,,8,0.031,2
340,OTHNAWiQFPRLEMJhVJ2GzCr5Z/NP4E//,OTHNAWiQFPRLEMJhVJ2GzCr5Z,NP4E,,,2,1.0,1
341,OTHNRFcyqNgn5p2XqGyAZ52dx/NP4E//,OTHNRFcyqNgn5p2XqGyAZ52dx,NP4E,,,4,0.25,2
342,OTHNSPgqgoxhXDFw9vutRZV5P/NP4E//,OTHNSPgqgoxhXDFw9vutRZV5P,NP4E,,,2,1.0,1
343,OTHNUMaw9xjC8gopbWRfDVQu8/NP4E//,OTHNUMaw9xjC8gopbWRfDVQu8,NP4E,,,5,0.16,1
344,OTHNmcqarkQhdHoM4ZvkEKNCg/NP4E//,OTHNmcqarkQhdHoM4ZvkEKNCg,NP4E,,,7,0.51,1
345,OTHNqu49yBBz9LUifLBxfzS5d/NP4E//,OTHNqu49yBBz9LUifLBxfzS5d,NP4E,,,8,3.75,6
346,OTHNw3qiUarna85LxgfsdDULV/NP4E//,OTHNw3qiUarna85LxgfsdDULV,NP4E,,,2,2.0,2
347,OTHPAxPD5N4dV2JZwsPxjeaxp/NP4E//,OTHPAxPD5N4dV2JZwsPxjeaxp,NP4E,,,2,2.0,2
348,OTHPJNZdS8obY2mPwvXktKWbo/NP4E//,OTHPJNZdS8obY2mPwvXktKWbo,NP4E,,,15,0.578,3
349,OTHPJrLUj2ycKnNn23H3w3eaF/NP4E//,OTHPJrLUj2ycKnNn23H3w3eaF,NP4E,,,2,2.0,2
350,OTHPNfsA78VaH7kMebushwsqM/NP4E//,OTHPNfsA78VaH7kMebushwsqM,NP4E,,,2,2.0,2
351,OTHPR6Kanz2BEdaDY2dXuWxv4/NP4E//,OTHPR6Kanz2BEdaDY2dXuWxv4,NP4E,,,31,0.722,5
352,OTHPXZEsmqusD9F7d5z5b8n6c/NP4E//,OTHPXZEsmqusD9F7d5z5b8n6c,NP4E,,,4,1.0,1
353,OTHPYYPXPpUwRHpvnLkmmsZSb/NP4E//,OTHPYYPXPpUwRHpvnLkmmsZSb,NP4E,,,3,1.333,3
354,OTHPmmDhWLADhSfNNqVvZyzcu/NP4E//,OTHPmmDhWLADhSfNNqVvZyzcu,NP4E,,,2,1.0,1
355,OTHPy8NgbLpheee5e7tYwQfph/NP4E//,OTHPy8NgbLpheee5e7tYwQfph,NP4E,,,3,0.667,2
356,OTHPz7xwawbYVSiLhoW8GRCrM/NP4E//,OTHPz7xwawbYVSiLhoW8GRCrM,NP4E,,,2,0.5,2
357,OTHQ8Ydt7GSguNv6AqVJAnMRn/NP4E//,OTHQ8Ydt7GSguNv6AqVJAnMRn,NP4E,,,2,1.0,1
358,OTHQE5Z4tCxyZK4qtKrH6Jgyn/NP4E//,OTHQE5Z4tCxyZK4qtKrH6Jgyn,NP4E,,,2,0.5,2
359,OTHQFwvp8oe4yi5L5PufSnuY8/NP4E//,OTHQFwvp8oe4yi5L5PufSnuY8,NP4E,,,2,2.0,2
360,OTHQb384kZSmpYNSc2YiQsqbn/NP4E//,OTHQb384kZSmpYNSc2YiQsqbn,NP4E,,,2,0.5,2
361,OTHQdHfxA76VEXzVb6qYMZawm/NP4E//,OTHQdHfxA76VEXzVb6qYMZawm,NP4E,,,3,2.0,2
362,OTHQerh2Q4FhJc7AQWVframJt/NP4E//,OTHQerh2Q4FhJc7AQWVframJt,NP4E,,,2,2.0,2
363,OTHQrXuGicbvL2q8UVaHhJu5d/NP4E//,OTHQrXuGicbvL2q8UVaHhJu5d,NP4E,,,2,1.0,1
364,OTHQtszA9aXqjVgVZhK2KhxVS/NP4E//,OTHQtszA9aXqjVgVZhK2KhxVS,NP4E,,,14,0.633,3
365,OTHQwkDMuSBThkZbu26FZXHUU/NP4E//,OTHQwkDMuSBThkZbu26FZXHUU,NP4E,,,2,2.0,2
366,OTHRCV5uK4anSuACFyQZbUJs7/NP4E//,OTHRCV5uK4anSuACFyQZbUJs7,NP4E,,,2,0.5,2
367,OTHRCiwXZ7yusJnSgobJzUksw/NP4E//,OTHRCiwXZ7yusJnSgobJzUksw,NP4E,,,2,0.5,2
368,OTHRM2upfhT2hEKVQN3qkcRPb/NP4E//,OTHRM2upfhT2hEKVQN3qkcRPb,NP4E,,,2,0.5,2
369,OTHRbP6YbSzwD2p8VKxsZP6NH/NP4E//,OTHRbP6YbSzwD2p8VKxsZP6NH,NP4E,,,5,0.9,2
370,OTHRewwXuVLTHKqyy5ALoP8Wj/NP4E//,OTHRewwXuVLTHKqyy5ALoP8Wj,NP4E,,,12,0.278,3
371,OTHRgAxcX3abcDge78p7tJBk8/NP4E//,OTHRgAxcX3abcDge78p7tJBk8,NP4E,,,4,0.5,2
372,OTHRjjqGvkVPF3QxJuzVfEVrt/NP4E//,OTHRjjqGvkVPF3QxJuzVfEVrt,NP4E,,,6,0.167,2
373,OTHRtPzHmjamgmMg8SnF6RVaA/NP4E//,OTHRtPzHmjamgmMg8SnF6RVaA,NP4E,,,2,2.0,2
374,OTHRwCLC8kVVR4QMLoQQai799/NP4E//,OTHRwCLC8kVVR4QMLoQQai799,NP4E,,,4,0.125,2
375,OTHRyGcrH9y9jeXKa47b8c7Ft/NP4E//,OTHRyGcrH9y9jeXKa47b8c7Ft,NP4E,,,2,2.0,2
376,OTHRzsw3BaM4nteGu3Yo6KrcW/NP4E//,OTHRzsw3BaM4nteGu3Yo6KrcW,NP4E,,,2,0.5,2
377,OTHS5MR39RdrYYtcMUK5byiy8/NP4E//,OTHS5MR39RdrYYtcMUK5byiy8,NP4E,,,2,0.5,2
378,OTHSAGJxZST74w5Jp7kb39G5k/NP4E//,OTHSAGJxZST74w5Jp7kb39G5k,NP4E,,,2,2.0,2
379,OTHSPZL3AZAxpX4U4LdMvn8GN/NP4E//,OTHSPZL3AZAxpX4U4LdMvn8GN,NP4E,,,2,0.25,1
380,OTHSbMadToivy8uBR59R7RW5g/NP4E//,OTHSbMadToivy8uBR59R7RW5g,NP4E,,,9,0.111,1
381,OTHSduY7xuD4vLDoFpxz8STyb/NP4E//,OTHSduY7xuD4vLDoFpxz8STyb,NP4E,,,2,2.0,2
382,OTHSyVfVWwpJc2dQuxUba3fg9/NP4E//,OTHSyVfVWwpJc2dQuxUba3fg9,NP4E,,,12,3.733,7
383,OTHTB5SHkzUkoMztvuUnSpYWw/NP4E//,OTHTB5SHkzUkoMztvuUnSpYWw,NP4E,,,2,2.0,2
384,OTHTGEbYJJ6uCjzuw5fXHdYRY/NP4E//,OTHTGEbYJJ6uCjzuw5fXHdYRY,NP4E,,,4,4.0,3
