,composite_chain_id,coref_chain,dataset,subtopic,language,mentions,phrasing_diversity,unique_lemmas
4463,SPEoQN53UqgHwPuThSqu/MEANTIME//,SPEoQN53UqgHwPuThSqu,MEANTIME,,,1,1.0,1
4464,USGnwcNSuyW34w4xT/MEANTIME//,USGnwcNSuyW34w4xT,MEANTIME,,,2,2.0,2
4465,UhWkwAqLAfGNcxptK/MEANTIME//,UhWkwAqLAfGNcxptK,MEANTIME,,,1,1.0,1
4466,VgA7Le7DRiCCoFw8i/MEANTIME//,VgA7Le7DRiCCoFw8i,MEANTIME,,,1,1.0,1
4467,XHvopk6ef6i7MbauH/MEANTIME//,XHvopk6ef6i7MbauH,MEANTIME,,,1,1.0,1
4468,XKseRDLpwyuscjpBw/MEANTIME//,XKseRDLpwyuscjpBw,MEANTIME,,,1,1.0,1
4469,ZjcyHqy3zjbooSmbD/MEANTIME//,ZjcyHqy3zjbooSmbD,MEANTIME,,,1,1.0,1
4470,ZopBqAPFZEfNDSyB3/MEANTIME//,ZopBqAPFZEfNDSyB3,MEANTIME,,,2,0.25,1
4471,bExrRU6bjqRmppVb3/MEANTIME//,bExrRU6bjqRmppVb3,MEANTIME,,,2,2.0,2
4472,beANy8EMwuEbqL7Bg/MEANTIME//,beANy8EMwuEbqL7Bg,MEANTIME,,,1,1.0,1
4473,ckMUdzzeDnhTnujHW/MEANTIME//,ckMUdzzeDnhTnujHW,MEANTIME,,,1,1.0,1
4474,dxy8iRXS5AGcoNA5Z/MEANTIME//,dxy8iRXS5AGcoNA5Z,MEANTIME,,,1,1.0,1
4475,eFjRFiraSg3AMuhVw/MEANTIME//,eFjRFiraSg3AMuhVw,MEANTIME,,,1,1.0,1
4476,eMgsfW9G6qKwSQ6yu/MEANTIME//,eMgsfW9G6qKwSQ6yu,MEANTIME,,,1,1.0,1
4477,ge4HF686AhN4dM8hG/MEANTIME//,ge4HF686AhN4dM8hG,MEANTIME,,,1,1.0,1
4478,gn23dDJyP4yk6Fcjn/MEANTIME//,gn23dDJyP4yk6Fcjn,MEANTIME,,,1,1.0,1
4479,h32FqVsXDZjnQYa34/MEANTIME//,h32FqVsXDZjnQYa34,MEANTIME,,,1,1.0,1
4480,hqH3uUj5dEeYhDC3P/MEANTIME//,hqH3uUj5dEeYhDC3P,MEANTIME,,,1,1.0,1
4481,iBqrCPHD7PtXheeVZ/MEANTIME//,iBqrCPHD7PtXheeVZ,MEANTIME,,,1,1.0,1
4482,iUwgzHsNKBRiaEdFK/MEANTIME//,iUwgzHsNKBRiaEdFK,MEANTIME,,,1,1.0,1
4483,jRq4dRXRcgTaPM8K6/MEANTIME//,jRq4dRXRcgTaPM8K6,MEANTIME,,,1,1.0,1
4484,jjEbqdq9vkSYGBzjL/MEANTIME//,jjEbqdq9vkSYGBzjL,MEANTIME,,,1,1.0,1
4485,khBgN2uCm2h6Ymt2Y/MEANTIME//,khBgN2uCm2h6Ymt2Y,MEANTIME,,,1,1.0,1
4486,mvezzxyYpqZievR58/MEANTIME//,mvezzxyYpqZievR58,MEANTIME,,,1,1.0,1
4487,n7HGhiegsoqv3Q6Mr/MEANTIME//,n7HGhiegsoqv3Q6Mr,MEANTIME,,,1,1.0,1
4488,nJ8xKoUWZTBaNQH2T/MEANTIME//,nJ8xKoUWZTBaNQH2T,MEANTIME,,,1,1.0,1
4489,oEP4JaV7bRx7Tday5/MEANTIME//,oEP4JaV7bRx7Tday5,MEANTIME,,,1,1.0,1
4490,oP2gTAJ6n8ahfgQH2/MEANTIME//,oP2gTAJ6n8ahfgQH2,MEANTIME,,,1,1.0,1
4491,oPaERFsN3v8SKCdzn/MEANTIME//,oPaERFsN3v8SKCdzn,MEANTIME,,,3,1.0,1
4492,2mNQYuyb3yWLEQ9Gu/MEANTIME/287096/,2mNQYuyb3yWLEQ9Gu,MEANTIME,287096,,1,1.0,1
4493,2oHWju5G6tQ9cyKge/MEANTIME/276079/,2oHWju5G6tQ9cyKge,MEANTIME,276079,,2,2.0,2
4494,64kuVJGJsnw6nH2oz/MEANTIME/3307/,64kuVJGJsnw6nH2oz,MEANTIME,3307,,1,1.0,1
4495,6NdfqcWSX5ZfDDyQj/MEANTIME/5403/,6NdfqcWSX5ZfDDyQj,MEANTIME,5403,,1,1.0,1
4496,6Yhpy6mKoDX9whxDj/MEANTIME/11714/,6Yhpy6mKoDX9whxDj,MEANTIME,11714,,1,1.0,1
4497,6cxqmpC2kBFRSxQS3/MEANTIME/195869/,6cxqmpC2kBFRSxQS3,MEANTIME,195869,,1,1.0,1
4498,6zS3koh4WBrPvnF7e/MEANTIME/37313/,6zS3koh4WBrPvnF7e,MEANTIME,37313,,1,1.0,1
4499,7ixYJCyo5zEq23rnh/MEANTIME/129865/,7ixYJCyo5zEq23rnh,MEANTIME,129865,,2,2.0,2
4500,ABzP5L2oDTLD5LkQz/MEANTIME/61389/,ABzP5L2oDTLD5LkQz,MEANTIME,61389,,1,1.0,1
4501,ASFcYFvVmPyNvWgMS/MEANTIME/71526/,ASFcYFvVmPyNvWgMS,MEANTIME,71526,,1,1.0,1
4502,BUaxyfYkkXLtHZheY/MEANTIME/102977/,BUaxyfYkkXLtHZheY,MEANTIME,102977,,1,1.0,1
4503,BtfCV7uEq3R3Kff2A/MEANTIME/4764/,BtfCV7uEq3R3Kff2A,MEANTIME,4764,,1,1.0,1
4504,BxBd2cdsgKiy8fzyX/MEANTIME/5403/,BxBd2cdsgKiy8fzyX,MEANTIME,5403,,1,1.0,1
4505,EMA9r7nkPoMRYawwD/MEANTIME/60658/,EMA9r7nkPoMRYawwD,MEANTIME,60658,,1,1.0,1
4506,EfuLwVES7uFmpA4zk/MEANTIME/58207/,EfuLwVES7uFmpA4zk,MEANTIME,58207,,1,1.0,1
4507,EnhBJvX2K9zB8bXrC/MEANTIME/127576/,EnhBJvX2K9zB8bXrC,MEANTIME,127576,,1,1.0,1
4508,F89HKsQkTsbrbiJYt/MEANTIME/68899/,F89HKsQkTsbrbiJYt,MEANTIME,68899,,1,1.0,1
4509,FIN2KwphWQUDkqGVmicG/MEANTIME/11714/,FIN2KwphWQUDkqGVmicG,MEANTIME,11714,,1,1.0,1
4510,FIN2L8fn3mYJXrNHsPk6/MEANTIME/115711/,FIN2L8fn3mYJXrNHsPk6,MEANTIME,115711,,1,1.0,1
4511,FIN2ZuECovD2dMWiFaAJ/MEANTIME/31965/,FIN2ZuECovD2dMWiFaAJ,MEANTIME,31965,,1,1.0,1
4512,FIN36112210245740722/MEANTIME/107785/,FIN36112210245740722,MEANTIME,107785,,3,3.0,3
4513,FIN39323676120351079/MEANTIME/112579/,FIN39323676120351079,MEANTIME,112579,,26,3.838,6
4514,FIN39323676120351079/MEANTIME/113219/,FIN39323676120351079,MEANTIME,113219,,8,0.5,2
4515,FIN39323676120351079/MEANTIME/113227/,FIN39323676120351079,MEANTIME,113227,,8,0.729,2
4516,FIN39323676120351079/MEANTIME/113278/,FIN39323676120351079,MEANTIME,113278,,4,2.0,2
4517,FIN39323676120351079/MEANTIME/113330/,FIN39323676120351079,MEANTIME,113330,,8,1.312,3
4518,FIN39323676120351079/MEANTIME/114565/,FIN39323676120351079,MEANTIME,114565,,19,6.207,12
4519,FIN39323676120351079/MEANTIME/114613/,FIN39323676120351079,MEANTIME,114613,,8,3.75,7
4520,FIN39323676120351079/MEANTIME/114719/,FIN39323676120351079,MEANTIME,114719,,21,6.19,12
4521,FIN39323676120351079/MEANTIME/114864/,FIN39323676120351079,MEANTIME,114864,,4,2.0,2
4522,FIN39323676120351079/MEANTIME/114904/,FIN39323676120351079,MEANTIME,114904,,38,8.596,18
4523,FIN39323676120351079/MEANTIME/115064/,FIN39323676120351079,MEANTIME,115064,,13,6.462,8
4524,FIN39323676120351079/MEANTIME/115587/,FIN39323676120351079,MEANTIME,115587,,4,2.0,2
4525,FIN39323676120351079/MEANTIME/121225/,FIN39323676120351079,MEANTIME,121225,,26,9.663,12
4526,FIN39323676120351079/MEANTIME/121416/,FIN39323676120351079,MEANTIME,121416,,6,2.5,4
4527,FIN39323676120351079/MEANTIME/121978/,FIN39323676120351079,MEANTIME,121978,,8,3.0,3
4528,FIN39323676120351079/MEANTIME/122475/,FIN39323676120351079,MEANTIME,122475,,7,2.381,4
4529,FIN39323676120351079/MEANTIME/124259/,FIN39323676120351079,MEANTIME,124259,,26,5.692,9
4530,FIN39323676120351079/MEANTIME/131162/,FIN39323676120351079,MEANTIME,131162,,4,2.0,2
4531,FIN39323676120351079/MEANTIME/180695/,FIN39323676120351079,MEANTIME,180695,,17,3.953,7
4532,FIN39323676120351079/MEANTIME/251007/,FIN39323676120351079,MEANTIME,251007,,4,2.0,2
4533,FIN39323676120351079/MEANTIME/61327/,FIN39323676120351079,MEANTIME,61327,,15,7.0,7
4534,FIN39323676120351079/MEANTIME/76437/,FIN39323676120351079,MEANTIME,76437,,4,3.0,3
4535,FIN39323676120351079/MEANTIME/82738/,FIN39323676120351079,MEANTIME,82738,,4,4.0,4
4536,FIN39324663297288769/MEANTIME/112579/,FIN39324663297288769,MEANTIME,112579,,4,3.0,3
4537,FIN39324663297288769/MEANTIME/113219/,FIN39324663297288769,MEANTIME,113219,,4,3.0,3
4538,FIN39324663297288769/MEANTIME/113227/,FIN39324663297288769,MEANTIME,113227,,4,4.0,4
4539,FIN39324663297288769/MEANTIME/113278/,FIN39324663297288769,MEANTIME,113278,,4,2.0,1
4540,FIN39324663297288769/MEANTIME/113330/,FIN39324663297288769,MEANTIME,113330,,4,4.0,4
4541,FIN39324663297288769/MEANTIME/114565/,FIN39324663297288769,MEANTIME,114565,,4,4.0,4
4542,FIN39324663297288769/MEANTIME/114613/,FIN39324663297288769,MEANTIME,114613,,8,5.0,5
4543,FIN39324663297288769/MEANTIME/115064/,FIN39324663297288769,MEANTIME,115064,,4,1.0,1
4544,FIN39324663297288769/MEANTIME/115587/,FIN39324663297288769,MEANTIME,115587,,4,4.0,4
4545,FIN39324663297288769/MEANTIME/121225/,FIN39324663297288769,MEANTIME,121225,,4,2.0,2
4546,FIN39324663297288769/MEANTIME/121416/,FIN39324663297288769,MEANTIME,121416,,11,5.455,8
4547,FIN39324663297288769/MEANTIME/121978/,FIN39324663297288769,MEANTIME,121978,,4,2.0,2
4548,FIN39324663297288769/MEANTIME/122475/,FIN39324663297288769,MEANTIME,122475,,4,2.0,2
4549,FIN39324663297288769/MEANTIME/124259/,FIN39324663297288769,MEANTIME,124259,,8,2.0,2
4550,FIN39324663297288769/MEANTIME/131162/,FIN39324663297288769,MEANTIME,131162,,4,1.0,1
4551,FIN39324663297288769/MEANTIME/180695/,FIN39324663297288769,MEANTIME,180695,,14,0.487,4
4552,FIN39324663297288769/MEANTIME/61327/,FIN39324663297288769,MEANTIME,61327,,4,0.25,1
4553,FIN39324663297288769/MEANTIME/82738/,FIN39324663297288769,MEANTIME,82738,,4,1.0,1
4554,FIN39325939269459429/MEANTIME/112579/,FIN39325939269459429,MEANTIME,112579,,4,3.0,3
4555,FIN39325939269459429/MEANTIME/113278/,FIN39325939269459429,MEANTIME,113278,,4,4.0,4
4556,FIN39325939269459429/MEANTIME/114719/,FIN39325939269459429,MEANTIME,114719,,4,4.0,4
4557,FIN39325939269459429/MEANTIME/121225/,FIN39325939269459429,MEANTIME,121225,,16,7.042,9
4558,FIN39325939269459429/MEANTIME/121416/,FIN39325939269459429,MEANTIME,121416,,6,4.167,6
4559,FIN39325939269459429/MEANTIME/121978/,FIN39325939269459429,MEANTIME,121978,,8,5.0,5
4560,FIN39325939269459429/MEANTIME/122475/,FIN39325939269459429,MEANTIME,122475,,4,4.0,4
4561,FIN39325939269459429/MEANTIME/124259/,FIN39325939269459429,MEANTIME,124259,,8,2.0,2
4562,FIN39325939269459429/MEANTIME/131162/,FIN39325939269459429,MEANTIME,131162,,4,4.0,4
4563,FIN39325939269459429/MEANTIME/180695/,FIN39325939269459429,MEANTIME,180695,,4,4.0,4
4564,FIN39325939269459429/MEANTIME/251007/,FIN39325939269459429,MEANTIME,251007,,4,3.0,3
4565,FIN39325939269459429/MEANTIME/61327/,FIN39325939269459429,MEANTIME,61327,,4,1.25,2
4566,FIN39325939269459429/MEANTIME/82738/,FIN39325939269459429,MEANTIME,82738,,4,3.0,3
4567,FIN39326930888384754/MEANTIME/113219/,FIN39326930888384754,MEANTIME,113219,,1,1.0,1
4568,FIN39326930888384754/MEANTIME/113278/,FIN39326930888384754,MEANTIME,113278,,4,4.0,4
4569,FIN39326930888384754/MEANTIME/113330/,FIN39326930888384754,MEANTIME,113330,,4,4.0,4
4570,FIN39326930888384754/MEANTIME/114719/,FIN39326930888384754,MEANTIME,114719,,8,5.0,5
4571,FIN39326930888384754/MEANTIME/114864/,FIN39326930888384754,MEANTIME,114864,,7,5.0,5
4572,FIN39326930888384754/MEANTIME/121225/,FIN39326930888384754,MEANTIME,121225,,8,3.0,5
4573,FIN39326930888384754/MEANTIME/121416/,FIN39326930888384754,MEANTIME,121416,,7,7.0,5
4574,FIN39326930888384754/MEANTIME/121978/,FIN39326930888384754,MEANTIME,121978,,9,3.111,4
4575,FIN39326930888384754/MEANTIME/122475/,FIN39326930888384754,MEANTIME,122475,,18,10.37,14
4576,FIN39326930888384754/MEANTIME/180695/,FIN39326930888384754,MEANTIME,180695,,6,6.0,4
4577,FIN39326930888384754/MEANTIME/238039/,FIN39326930888384754,MEANTIME,238039,,4,4.0,4
4578,FIN39326930888384754/MEANTIME/61327/,FIN39326930888384754,MEANTIME,61327,,6,6.0,4
4579,FIN39326930888384754/MEANTIME/62405/,FIN39326930888384754,MEANTIME,62405,,1,1.0,1
4580,FIN39326930888384754/MEANTIME/82738/,FIN39326930888384754,MEANTIME,82738,,4,4.0,4
4581,FIN39326930888384754/MEANTIME/96770/,FIN39326930888384754,MEANTIME,96770,,8,4.0,4
4582,FIN39327473292302528/MEANTIME/124259/,FIN39327473292302528,MEANTIME,124259,,3,3.0,2
4583,FIN39327473292302528/MEANTIME/180695/,FIN39327473292302528,MEANTIME,180695,,9,7.0,7
4584,FIN39327473292302528/MEANTIME/251007/,FIN39327473292302528,MEANTIME,251007,,4,4.0,4
4585,FIN39327473292302528/MEANTIME/61327/,FIN39327473292302528,MEANTIME,61327,,4,4.0,4
4586,FIN39477410956507459/MEANTIME/11714/,FIN39477410956507459,MEANTIME,11714,,9,4.889,6
4587,FIN39477479261434299/MEANTIME/11714/,FIN39477479261434299,MEANTIME,11714,,4,4.0,4
4588,FIN39480880133290753/MEANTIME/41882/,FIN39480880133290753,MEANTIME,41882,,3,3.0,3
4589,FIN39486420201433790/MEANTIME/61389/,FIN39486420201433790,MEANTIME,61389,,3,3.0,3
4590,FIN39490094871843196/MEANTIME/8983/,FIN39490094871843196,MEANTIME,8983,,4,4.0,4
4591,FIN39493485194331060/MEANTIME/71426/,FIN39493485194331060,MEANTIME,71426,,4,4.0,4
4592,FIN39496666069037044/MEANTIME/102977/,FIN39496666069037044,MEANTIME,102977,,11,5.0,5
4593,FIN39496703588597410/MEANTIME/102977/,FIN39496703588597410,MEANTIME,102977,,4,4.0,4
4594,FIN39498038043532812/MEANTIME/100911/,FIN39498038043532812,MEANTIME,100911,,6,4.0,4
4595,FIN39498080489558939/MEANTIME/100911/,FIN39498080489558939,MEANTIME,100911,,16,11.0,11
4596,FIN39498128122418767/MEANTIME/100911/,FIN39498128122418767,MEANTIME,100911,,2,2.0,2
4597,FIN39499830988680503/MEANTIME/108294/,FIN39499830988680503,MEANTIME,108294,,2,2.0,2
4598,FIN39499870301921717/MEANTIME/108294/,FIN39499870301921717,MEANTIME,108294,,4,4.0,4
4599,FIN39500172694950632/MEANTIME/128016/,FIN39500172694950632,MEANTIME,128016,,6,5.0,5
4600,FIN39561764394171706/MEANTIME/71526/,FIN39561764394171706,MEANTIME,71526,,4,4.0,4
4601,FIN39675204951251977/MEANTIME/61327/,FIN39675204951251977,MEANTIME,61327,,4,4.0,4
4602,FIN39675751188646842/MEANTIME/61327/,FIN39675751188646842,MEANTIME,61327,,3,3.0,3
4603,FIN39675879107047155/MEANTIME/113278/,FIN39675879107047155,MEANTIME,113278,,4,1.0,1
4604,FIN39675879107047155/MEANTIME/114565/,FIN39675879107047155,MEANTIME,114565,,4,4.0,4
4605,FIN39675879107047155/MEANTIME/131162/,FIN39675879107047155,MEANTIME,131162,,4,4.0,3
4606,FIN39675879107047155/MEANTIME/141225/,FIN39675879107047155,MEANTIME,141225,,4,1.0,1
4607,FIN39675879107047155/MEANTIME/62405/,FIN39675879107047155,MEANTIME,62405,,5,1.0,1
4608,FIN39676254160797920/MEANTIME/62405/,FIN39676254160797920,MEANTIME,62405,,5,2.0,2
4609,FIN39676646219701103/MEANTIME/113219/,FIN39676646219701103,MEANTIME,113219,,11,4.0,4
4610,FIN39676646219701103/MEANTIME/113227/,FIN39676646219701103,MEANTIME,113227,,10,4.0,4
4611,FIN39676646219701103/MEANTIME/113278/,FIN39676646219701103,MEANTIME,113278,,4,2.0,2
4612,FIN39676646219701103/MEANTIME/113330/,FIN39676646219701103,MEANTIME,113330,,11,5.0,5
4613,FIN39676646219701103/MEANTIME/114565/,FIN39676646219701103,MEANTIME,114565,,11,5.0,5
4614,FIN39676646219701103/MEANTIME/114613/,FIN39676646219701103,MEANTIME,114613,,19,10.0,10
4615,FIN39676646219701103/MEANTIME/114719/,FIN39676646219701103,MEANTIME,114719,,4,1.0,1
4616,FIN39676646219701103/MEANTIME/114864/,FIN39676646219701103,MEANTIME,114864,,4,1.0,1
4617,FIN39676646219701103/MEANTIME/115064/,FIN39676646219701103,MEANTIME,115064,,16,4.833,6
4618,FIN39676646219701103/MEANTIME/115587/,FIN39676646219701103,MEANTIME,115587,,11,6.0,6
4619,FIN39676646219701103/MEANTIME/121225/,FIN39676646219701103,MEANTIME,121225,,4,4.0,4
4620,FIN39676646219701103/MEANTIME/121978/,FIN39676646219701103,MEANTIME,121978,,4,4.0,4
4621,FIN39676646219701103/MEANTIME/131162/,FIN39676646219701103,MEANTIME,131162,,4,4.0,4
4622,FIN39676646219701103/MEANTIME/141225/,FIN39676646219701103,MEANTIME,141225,,31,6.849,11
4623,FIN39676646219701103/MEANTIME/251007/,FIN39676646219701103,MEANTIME,251007,,4,1.0,1
4624,FIN39676646219701103/MEANTIME/62405/,FIN39676646219701103,MEANTIME,62405,,5,2.0,2
4625,FIN39676646219701103/MEANTIME/76437/,FIN39676646219701103,MEANTIME,76437,,7,5.0,5
4626,FIN39755153334854979/MEANTIME/113219/,FIN39755153334854979,MEANTIME,113219,,17,6.882,8
4627,FIN39755153334854979/MEANTIME/113278/,FIN39755153334854979,MEANTIME,113278,,6,4.0,4
4628,FIN39755153334854979/MEANTIME/114864/,FIN39755153334854979,MEANTIME,114864,,4,1.0,1
4629,FIN39755153334854979/MEANTIME/115711/,FIN39755153334854979,MEANTIME,115711,,15,3.0,5
4630,FIN39755153334854979/MEANTIME/116834/,FIN39755153334854979,MEANTIME,116834,,10,5.0,5
4631,FIN39755153334854979/MEANTIME/124259/,FIN39755153334854979,MEANTIME,124259,,4,3.0,3
4632,FIN39755153334854979/MEANTIME/251007/,FIN39755153334854979,MEANTIME,251007,,9,3.37,5
4633,FIN39755153334854979/MEANTIME/76437/,FIN39755153334854979,MEANTIME,76437,,5,1.0,1
4634,FIN3ZwbgCa7svbuvxvWi/MEANTIME/124259/,FIN3ZwbgCa7svbuvxvWi,MEANTIME,124259,,1,1.0,1
4635,FIN40197049224228580/MEANTIME/113219/,FIN40197049224228580,MEANTIME,113219,,16,9.062,8
4636,FIN40197049224228580/MEANTIME/113278/,FIN40197049224228580,MEANTIME,113278,,11,7.0,5
4637,FIN40197049224228580/MEANTIME/113330/,FIN40197049224228580,MEANTIME,113330,,3,3.0,3
4638,FIN40197049224228580/MEANTIME/114565/,FIN40197049224228580,MEANTIME,114565,,8,6.0,6
4639,FIN40197049224228580/MEANTIME/114613/,FIN40197049224228580,MEANTIME,114613,,12,8.0,4
4640,FIN40197049224228580/MEANTIME/114719/,FIN40197049224228580,MEANTIME,114719,,8,7.0,6
4641,FIN40197049224228580/MEANTIME/114864/,FIN40197049224228580,MEANTIME,114864,,8,6.0,6
4642,FIN40197049224228580/MEANTIME/115064/,FIN40197049224228580,MEANTIME,115064,,11,7.0,5
4643,FIN40197049224228580/MEANTIME/115587/,FIN40197049224228580,MEANTIME,115587,,8,5.0,5
4644,FIN40197049224228580/MEANTIME/238039/,FIN40197049224228580,MEANTIME,238039,,4,4.0,4
4645,FIN40197049224228580/MEANTIME/62405/,FIN40197049224228580,MEANTIME,62405,,12,3.625,6
4646,FIN40197049224228580/MEANTIME/76437/,FIN40197049224228580,MEANTIME,76437,,8,7.0,6
4647,FIN40257982401561392/MEANTIME/62405/,FIN40257982401561392,MEANTIME,62405,,10,5.4,7
4648,FIN40264557228902287/MEANTIME/122475/,FIN40264557228902287,MEANTIME,122475,,3,0.444,1
4649,FIN40264557228902287/MEANTIME/61327/,FIN40264557228902287,MEANTIME,61327,,4,4.0,4
4650,FIN40264557228902287/MEANTIME/62405/,FIN40264557228902287,MEANTIME,62405,,5,2.4,4
4651,FIN40369405063703585/MEANTIME/113278/,FIN40369405063703585,MEANTIME,113278,,4,4.0,4
4652,FIN40369405063703585/MEANTIME/115711/,FIN40369405063703585,MEANTIME,115711,,7,3.0,3
4653,FIN40369405063703585/MEANTIME/116834/,FIN40369405063703585,MEANTIME,116834,,3,3.0,3
4654,FIN40369405063703585/MEANTIME/122475/,FIN40369405063703585,MEANTIME,122475,,4,4.0,4
4655,FIN40369405063703585/MEANTIME/251007/,FIN40369405063703585,MEANTIME,251007,,8,4.0,4
4656,FIN40369405063703585/MEANTIME/82738/,FIN40369405063703585,MEANTIME,82738,,8,2.375,4
4657,FIN40522987686527925/MEANTIME/121416/,FIN40522987686527925,MEANTIME,121416,,5,3.2,5
4658,FIN40522987686527925/MEANTIME/62405/,FIN40522987686527925,MEANTIME,62405,,4,4.0,4
4659,FIN40540317165195370/MEANTIME/122475/,FIN40540317165195370,MEANTIME,122475,,4,2.25,4
4660,FIN40540317165195370/MEANTIME/124259/,FIN40540317165195370,MEANTIME,124259,,5,5.0,5
4661,FIN40540689618469900/MEANTIME/112579/,FIN40540689618469900,MEANTIME,112579,,4,4.0,4
4662,FIN43996441595284186/MEANTIME/62405/,FIN43996441595284186,MEANTIME,62405,,3,3.0,3
4663,FIN43996626857482700/MEANTIME/62405/,FIN43996626857482700,MEANTIME,62405,,6,5.0,6
4664,FIN43996626857482700/MEANTIME/76437/,FIN43996626857482700,MEANTIME,76437,,8,7.0,7
4665,FIN43997387133733071/MEANTIME/62405/,FIN43997387133733071,MEANTIME,62405,,4,4.0,4
4666,FIN43998655660775540/MEANTIME/96770/,FIN43998655660775540,MEANTIME,96770,,6,4.167,6
4667,FIN43998864667879428/MEANTIME/96770/,FIN43998864667879428,MEANTIME,96770,,3,3.0,3
4668,FIN44060642242291052/MEANTIME/113219/,FIN44060642242291052,MEANTIME,113219,,4,4.0,4
4669,FIN44060642242291052/MEANTIME/113330/,FIN44060642242291052,MEANTIME,113330,,4,4.0,4
4670,FIN44060642242291052/MEANTIME/114565/,FIN44060642242291052,MEANTIME,114565,,8,6.0,6
4671,FIN44060642242291052/MEANTIME/114613/,FIN44060642242291052,MEANTIME,114613,,7,5.0,5
4672,FIN44060642242291052/MEANTIME/115587/,FIN44060642242291052,MEANTIME,115587,,4,4.0,4
4673,FIN44060642242291052/MEANTIME/121978/,FIN44060642242291052,MEANTIME,121978,,4,2.0,2
4674,FIN44061602416744416/MEANTIME/113227/,FIN44061602416744416,MEANTIME,113227,,12,9.0,7
4675,FIN44061602416744416/MEANTIME/113267/,FIN44061602416744416,MEANTIME,113267,,7,6.0,6
4676,FIN44082788519490112/MEANTIME/113278/,FIN44082788519490112,MEANTIME,113278,,5,5.0,5
4677,FIN44082788519490112/MEANTIME/131162/,FIN44082788519490112,MEANTIME,131162,,8,7.0,7
4678,FIN44084029163573456/MEANTIME/113330/,FIN44084029163573456,MEANTIME,113330,,3,3.0,3
4679,FIN44084121631168981/MEANTIME/113330/,FIN44084121631168981,MEANTIME,113330,,5,5.0,5
4680,FIN44084625053963775/MEANTIME/114864/,FIN44084625053963775,MEANTIME,114864,,4,4.0,4
4681,FIN44084625053963775/MEANTIME/115711/,FIN44084625053963775,MEANTIME,115711,,11,6.364,8
4682,FIN44085454248409183/MEANTIME/115064/,FIN44085454248409183,MEANTIME,115064,,5,2.0,2
4683,FIN44086725819535037/MEANTIME/115711/,FIN44086725819535037,MEANTIME,115711,,6,0.25,1
4684,FIN44152186883953807/MEANTIME/121978/,FIN44152186883953807,MEANTIME,121978,,4,1.875,3
4685,FIN44152284304872155/MEANTIME/121978/,FIN44152284304872155,MEANTIME,121978,,4,4.0,4
4686,FIN44152297550777864/MEANTIME/121978/,FIN44152297550777864,MEANTIME,121978,,4,4.0,4
4687,FIN44152585775576774/MEANTIME/82738/,FIN44152585775576774,MEANTIME,82738,,14,2.976,6
4688,FIN44158480991940202/MEANTIME/122475/,FIN44158480991940202,MEANTIME,122475,,4,4.0,3
4689,FIN44158715337352833/MEANTIME/122475/,FIN44158715337352833,MEANTIME,122475,,4,4.0,4
4690,FIN44159529908035869/MEANTIME/251007/,FIN44159529908035869,MEANTIME,251007,,10,5.4,7
4691,FIN44159687171187229/MEANTIME/121416/,FIN44159687171187229,MEANTIME,121416,,5,3.0,3
4692,FIN44160269826652668/MEANTIME/118175/,FIN44160269826652668,MEANTIME,118175,,7,4.0,4
4693,FIN44160269826652668/MEANTIME/122475/,FIN44160269826652668,MEANTIME,122475,,4,4.0,4
4694,FIN44160269826652668/MEANTIME/124259/,FIN44160269826652668,MEANTIME,124259,,4,4.0,4
4695,FIN44160269826652668/MEANTIME/131162/,FIN44160269826652668,MEANTIME,131162,,3,3.0,3
4696,FIN44160888966446507/MEANTIME/116834/,FIN44160888966446507,MEANTIME,116834,,7,4.0,4
4697,FIN44161804566677888/MEANTIME/61327/,FIN44161804566677888,MEANTIME,61327,,3,1.0,1
4698,FIN44167555912760638/MEANTIME/96770/,FIN44167555912760638,MEANTIME,96770,,3,3.0,3
4699,FIN44167661667484280/MEANTIME/180695/,FIN44167661667484280,MEANTIME,180695,,4,4.0,4
4700,FIN44167661667484280/MEANTIME/96770/,FIN44167661667484280,MEANTIME,96770,,5,5.0,5
4701,FIN44168057447023860/MEANTIME/113278/,FIN44168057447023860,MEANTIME,113278,,7,3.857,5
4702,FIN44168215648930637/MEANTIME/113227/,FIN44168215648930637,MEANTIME,113227,,4,4.0,4
4703,FIN44168215648930637/MEANTIME/113278/,FIN44168215648930637,MEANTIME,113278,,7,7.0,7
4704,FIN44168215648930637/MEANTIME/127227/,FIN44168215648930637,MEANTIME,127227,,4,4.0,4
4705,FIN44168215648930637/MEANTIME/143300/,FIN44168215648930637,MEANTIME,143300,,2,2.0,2
4706,FIN44168215648930637/MEANTIME/76437/,FIN44168215648930637,MEANTIME,76437,,7,7.0,6
4707,FIN44168451456823328/MEANTIME/113278/,FIN44168451456823328,MEANTIME,113278,,4,4.0,4
4708,FIN44168897806601481/MEANTIME/113227/,FIN44168897806601481,MEANTIME,113227,,7,7.0,4
4709,FIN44169257552181928/MEANTIME/113227/,FIN44169257552181928,MEANTIME,113227,,4,3.0,3
4710,FIN44169257552181928/MEANTIME/113267/,FIN44169257552181928,MEANTIME,113267,,4,3.0,3
4711,FIN44169862126831978/MEANTIME/113330/,FIN44169862126831978,MEANTIME,113330,,4,4.0,4
4712,FIN44170042898462974/MEANTIME/114864/,FIN44170042898462974,MEANTIME,114864,,7,5.143,7
4713,FIN44170365610041271/MEANTIME/113219/,FIN44170365610041271,MEANTIME,113219,,2,0.5,2
